name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz
RF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RF5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RF6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RF7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RA1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RA10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RA11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RA12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RH1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RH7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RH9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RH10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
B52	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
C2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
C3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
C4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
C5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
C6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
C7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C13	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C14	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C15	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C16	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C17	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C18	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C19	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C20	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C21	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C22	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C23	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C24	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C25	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C26	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C27	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C28	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C29	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C30	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C31	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C32	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C33	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C34	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C35	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C36	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C37	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C38	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C39	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C40	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C41	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C42	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C43	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C44	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C45	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C46	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C47	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C48	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C49	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C50	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C51	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C52	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C53	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C54	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C55	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C56	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C57	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C58	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C59	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C60	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C61	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C62	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C63	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
C64	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
