name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz
RFUS5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RFUS6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RFUS7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RFUS8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
RPIR1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPIR2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPIR3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPIR4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPIR5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
RPIR6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAM9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
LAM10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
LAH1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LAH10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
LPH7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
LPH10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
EKG1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
EKG2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
