name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz
LHB8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LTO1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LTO2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LTO3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LTO4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LTO5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LTO6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
SMA1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
SMA2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
SMA3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
SMA4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC13	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC14	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LIS1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LIS2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LIS3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LIS4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LIS5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LIS6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LIS7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LIS8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C111	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C112	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C113	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C114	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C115	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C116	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
EKGL	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a
EKGR	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a
C119	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C120	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C121	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C122	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C123	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C124	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C125	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C126	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C127	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
C128	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
