name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz
LAI8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LAI9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LAI10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LAI11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LAI12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LAI13	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LAI14	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LP6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LP7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LP8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LP10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LH1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LH2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LH3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LH4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LH5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LH6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LH7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LH8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LH9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LH10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LA9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LTP2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LTP3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
LTP4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C79	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C80	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C81	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C82	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C83	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C84	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C85	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C86	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C87	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C88	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C89	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C90	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C91	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C92	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C93	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C94	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C95	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C96	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C97	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C98	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C99	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C100	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C101	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C102	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C103	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C104	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C105	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C106	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C107	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C108	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C109	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C110	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C111	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C112	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C113	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C114	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C115	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C116	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
EKGL	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
EKGR	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
C119	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C120	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C121	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C122	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C123	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C124	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C125	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C126	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C127	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C128	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
