name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
TT4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
DC01	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
DC09	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
DC10	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
DC11	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
DC12	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
TT5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
TT6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
$G11	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
$G12	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
AST3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
AST4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
MST1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes	yes
MST2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes	yes
MST3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
MST4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
PST1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	n/a
PST2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes	n/a
PST3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	n/a
PST4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	n/a
OF1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
OF2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
OF3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
OF4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LF1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LF2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LF3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LF4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LF5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LF6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
AST1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a	yes
AST2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes	yes
LP1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LP2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LP3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LP4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LP5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
LP6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a	n/a
ALEX1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
ALEX2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
LAEX3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
ALEX4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
ALEX5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
ALEX6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
ALEX7	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
ALEX8	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
RQ1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
RQ2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a	n/a
EKG1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
EKG2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a	n/a
