name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
RAD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
RAD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
RAD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
DC01	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC02	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC03	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
DC04	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RAD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
$RLFD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
$RLFD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RAD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RAD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RHD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
RHD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes
RHD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RHD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RHD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RHD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RHD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RHD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RHD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RHD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RACD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RACD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
EKG1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
EKG2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
RAID1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
RAID8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LMFD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a
LMFD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a
LMFD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LMFD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LMFD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LMFD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LMFD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LMFD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LOFD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a
LOFD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a
LOFD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LOFD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LOFD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LOFD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LOFD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LOFD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LAD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LHD8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LHD9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LHD10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
O1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
O2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
T7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
T8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
C3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
C4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
F7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
F8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
F3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
F4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
FP1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
FP2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a
LFPG65	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG66	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG67	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG68	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG69	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG70	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG71	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG72	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG73	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG74	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG75	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG76	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG77	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG78	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG79	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG80	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG81	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG82	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG83	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG84	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG85	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG86	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG87	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG88	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG89	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG90	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG91	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG92	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG93	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG94	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG95	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG96	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG97	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG98	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG99	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG100	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG101	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG102	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG103	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG104	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG105	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG106	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG107	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG108	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG109	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG110	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG111	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG112	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG113	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG114	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG115	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG116	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG117	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG118	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG119	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG120	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG121	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG122	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG123	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG124	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG125	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG126	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG127	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
LFPG128	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a
