name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz
C29	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C30	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C31	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C32	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C33	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C34	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C35	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C36	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C37	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C38	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C39	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C40	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C41	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C42	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C43	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C44	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C45	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C46	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C47	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C48	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C49	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C50	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C51	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C52	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C53	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C54	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C55	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C56	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C57	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C58	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C59	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C60	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C61	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C62	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C63	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C64	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C65	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C66	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C67	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C68	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C69	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
REF	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
EKGL	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
EKGR	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
C73	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C74	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C75	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C76	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C77	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C78	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C79	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C80	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C81	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C82	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C83	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C84	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C85	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C86	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C87	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C88	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C89	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C90	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C91	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C92	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C93	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C94	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C95	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C96	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C97	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C98	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C99	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C100	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C101	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C102	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C103	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C104	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C105	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C106	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C107	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C108	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C109	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C110	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C111	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C112	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C113	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C114	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C115	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C116	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C117	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C118	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C119	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C120	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C121	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C122	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C123	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C124	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C125	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C126	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C127	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C128	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
