name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz
RAI5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes	n/a
RAI10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes	n/a
RAI11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes	n/a
RAI12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes	n/a
RAI13	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RAI14	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RPT1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RPT2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RPT3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RPT4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RPT5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RPT6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RHB6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	yes
RHB7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
RHB12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LA10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
LTP10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C79	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C80	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C81	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C82	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C83	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C84	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C85	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C86	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C87	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C88	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C89	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C90	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C91	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C92	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C93	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C94	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C95	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C96	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C97	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C98	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C99	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C100	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C101	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C102	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C103	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C104	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C105	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C106	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C107	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C108	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C109	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C110	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C111	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C112	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C113	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C114	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C115	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C116	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
EKGL	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
EKGR	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a	n/a
C119	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C120	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C121	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C122	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C123	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C124	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C125	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C126	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C127	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
C128	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a	n/a
