name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz	rz
SPF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	n/a
SPF11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	n/a
SPF12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	n/a
SPF13	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SPF14	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SMF1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SMF2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SMF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SMF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SMF5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SMF6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
SMF7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	n/a	yes
SMF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	yes
SMF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	yes
SMF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
SMF11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
SMF12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
SAF1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SAF2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SAF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SAF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SAF5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SAF6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	yes
SAF7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	yes
SAF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	yes
SAF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	yes
SAF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	yes	n/a
SAF11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
SAF12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
IAF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
IAF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
IAF11	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	yes
IAF12	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF13	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IAF14	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
IEAF2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
IEAF5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a	n/a	n/a
IEAF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	yes
IEAF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes	yes	yes
EKG1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
EKG2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
AIN1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
AIN2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
AIN3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
AIN4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
DIN1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a	n/a	n/a
