name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz
RAC4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RAC5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RAC6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RAC7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RAC8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RAC9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RAC10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAC1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAC2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAC3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAC4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAC5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LAC6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LAC7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LAC8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAC9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
LAC10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
LMC1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LMC10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAI1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LAI2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LAI3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LAI4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
LAI5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAI6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAI7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAI8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAI9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
LAI10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
LAI11	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LAI12	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LSF1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LSF2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LSF3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LSF4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	yes	yes
LSF5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LSF6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LSF7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
LSF8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RMF1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RMF2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RMF3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RMF4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RMF5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RMF6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RMF7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	yes
RMF8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RMF9	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RMF10	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
EKGL	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
EKGR	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
C81	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C82	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C83	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C84	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C85	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C86	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C87	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C88	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C89	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C90	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C91	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C92	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C93	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C94	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C95	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C96	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C97	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C98	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C99	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C100	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C101	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C102	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C103	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C104	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C105	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C106	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C107	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C108	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C109	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C110	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C111	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C112	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C113	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C114	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C115	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C116	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C117	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C118	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C119	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C120	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C121	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C122	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C123	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C124	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C125	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C126	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C127	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
REF	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
