name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz
LHB3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LHB10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
DYS1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
DYS2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
DYS3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
DYS4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
DYS5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
DYS6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
DYS7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
DYS8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	yes
LFP1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LFP10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LOF10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LAC12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
LPC13	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
INS10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RFP1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RFP3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RFP5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RFP7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RFP9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RFP11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
ROF12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RAC13	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC1	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC2	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC3	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC4	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC5	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC6	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC7	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC8	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC9	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC10	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC11	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
RPC12	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	good	n/a	n/a
EKGL	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a
EKGR	SEEG	µV	0.0	1000.0	StereoEEG	2000.0	bad	n/a	n/a
