name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
DC02	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
DC03	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
DC04	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
RPG29	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG30	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
$RPG3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
$RPG4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
RPG31	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG32	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG33	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG34	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG35	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a
RPG36	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG37	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG38	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG39	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a
RPG40	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG41	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG42	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG43	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG44	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG45	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG46	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG47	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
RPG48	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PSI1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PSI2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PSI3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PSI4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PSI5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	n/a
PSI6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PSI7	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PSI8	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PDI1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PDI2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PDI3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PDI4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
PDI5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a
PDI6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	Excel-labeled	n/a	n/a
ASI1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
ASI2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
ASI3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
ASI4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
ASI5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
ASI6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	n/a	n/a
APD1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD7	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
APD8	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD3	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD4	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD5	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD6	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD7	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
PPD8	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	good	n/a	yes	yes
EKG1	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
EKG2	ECOG	µV	0.0	500.0	Electrocorticography	1000.0	bad	n/a	n/a	n/a
