name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz
DC01	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
DC02	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
DC03	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
DC04	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
SENL1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
SENL2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
$MOTL1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
$MOTL2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
SENL3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
SENL4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
SENL5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
SENL6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
SENL7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
SENL8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCM8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
ENCL8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
PF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
AF10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	yes
CINA2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINA10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINB10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CINC10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND3	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND4	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND5	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND6	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND7	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND8	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND9	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
CIND10	SEEG	µV	0.0	500.0	StereoEEG	1000.0	good	n/a	n/a
EKG1	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
EKG2	SEEG	µV	0.0	500.0	StereoEEG	1000.0	bad	Excel-labeled	n/a
