name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	epz
AZ4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
AZ5	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
AZ6	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
AZ7	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
AZ8	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RG59	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RG60	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RG61	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
EKGL	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
EKGR	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
64	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
RD1	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RD2	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RD3	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
RD4	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
A	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
B	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
REF	SEEG	µV	0.0	250.0	StereoEEG	500.0	bad	n/a	n/a	n/a
C72	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C73	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C74	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C75	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C76	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C77	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C78	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C79	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C80	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C81	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C82	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C83	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C84	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C85	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C86	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C87	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C88	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C89	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C90	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C91	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C92	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C93	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C94	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C95	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C96	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C97	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C98	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C99	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C100	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C101	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C102	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C103	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C104	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C105	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C106	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C107	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C108	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C109	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C110	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C111	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C112	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C113	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C114	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C115	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C116	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C117	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C118	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C119	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C120	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C121	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C122	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C123	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C124	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C125	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C126	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C127	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
C128	SEEG	µV	0.0	250.0	StereoEEG	500.0	good	n/a	n/a	n/a
