name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description	soz	rz
LH10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	yes	yes
LPH1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	yes	yes
LPH2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	yes	yes
LPH3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	yes	yes
LPH4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	yes	yes
LPH5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	yes	yes
LPH6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	yes	yes
LPH7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LPH8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LPH9	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LPH10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
RA1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
RA2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
RA3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
RA4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
RA5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
RA6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
RA7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
RA8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
EKGL	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	n/a	n/a	n/a
EKGR	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	n/a	n/a	n/a
LOFS1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LOFS4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LOFS9	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LOFS10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LOFS11	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LOFS12	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS13	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LOFS14	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM1	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM2	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LMCSM3	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM4	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM5	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LMCSM6	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	good	n/a	n/a	n/a
LMCSM7	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM8	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM9	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
LMCSM10	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C73	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C74	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C75	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C76	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C77	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C78	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C79	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C80	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C81	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C82	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C83	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C84	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C85	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C86	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C87	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C88	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C89	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C90	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C91	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C92	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C93	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C94	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C95	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C96	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C97	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C98	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C99	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C100	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C101	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C102	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C103	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C104	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C105	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C106	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C107	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C108	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C109	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C110	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C111	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C112	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C113	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C114	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C115	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C116	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C117	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C118	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C119	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C120	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C121	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C122	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C123	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C124	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C125	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C126	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
C127	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	Excel-labeled	n/a	n/a
REF	SEEG	µV	0.0	499.70605526161086	StereoEEG	999.4121105232217	bad	n/a	n/a	n/a
